Date,Schedule Rollup,STARS ID,Station Unique,Delay Type,Delay Category,Delay Subcategory,Charge Department,Trouble Code,Delay Total,Incident_Line,Incident Time,Incident Hour,Line
2/12/2024,Weekday,B-218,Queens Plaza (G21),Planned ROW Work,,,Division of MOW Track,DELAYED BY WORK TRAIN,3,E,22:45,22,E
2/12/2024,Weekday,B-66,Forest Hills - 71 Av (G08),Planned ROW Work,,,MTA Construction & Development,GENERAL ORDER OPERATION,7,E,10:32,10,E
2/13/2024,Weekday,B-126,Parsons/Archer - Jamaica Center (G05),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,1,E,16:04,16,E
2/13/2024,Weekday,B-2,Bedford Pk Blvd (D03),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,6,D,01:08,1,E
2/13/2024,Weekday,B-36,Jackson Hts - Roosevelt Av (G14),External,"Public Conduct, Crime, Police Response",,Police,BROKEN CAB DOOR,8,E,06:14,6,E
2/13/2024,Weekday,B-142,Kew Gardens - Union Tpke (F06),External,"Public Conduct, Crime, Police Response",,Public,BIE-EBV-CUSTOMER,2,F,19:51,19,E
2/13/2024,Weekday,B-104,Queens Plaza (G21),External,"Public Conduct, Crime, Police Response",,Public,CAR BODY DAMAGE,1,F,16:06,16,E
2/13/2024,Weekday,B-124,Fulton St (A38),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,2,C,16:57,16,E
2/13/2024,Weekday,B-38,Queens Plaza (G21),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,1,F,06:30,6,E
2/13/2024,Weekday,B-56,Forest Hills - 71 Av (G08),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,1,E,08:43,8,E
2/13/2024,Weekday,B-81,60 St Tube (R10),Internal,Stations & Structure,,Weather,FIRE/SMOKE CONDITIONS,17,R,11:54,11,E
2/13/2024,Weekday,B-14,Forest Hills - 71 Av (G08),Internal,Subway Car,Braking,Division of Car Equipment,STUCK BRAKES,17,E,05:50,5,E
2/13/2024,Weekday,B-74,Parsons/Archer - Jamaica Center (G05),Internal,Subway Car,Propulsion,Division of Car Equipment,NO MOTOR POWER,2,E,10:02,10,E
2/13/2024,Weekday,B-86,Jackson Hts - Roosevelt Av (G14),Internal,Subway Car,Propulsion,Division of Car Equipment,NO MOTOR POWER,18,F,10:57,10,E
2/13/2024,Weekday,B-120,Forest Hills - 71 Av (G08),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,E,15:12,15,E
2/13/2024,Weekday,B-172,Forest Hills - 71 Av (G08),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,R,21:12,21,E
2/13/2024,Weekday,B-58,42 St - Port Authority Bus Terminal (A27),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,E,07:41,7,E
2/13/2024,Weekday,B-82,Jackson Hts - Roosevelt Av (G14),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,E,09:32,9,E
2/13/2024,Weekday,B-24,42 St - Port Authority Bus Terminal (A27),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,17,E,00:06,0,E
2/13/2024,Weekday,B-156,W 4 St - Washington Square (A32),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,18,E,18:47,18,E
2/13/2024,Weekday,B-180,Steinway St (G19),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,13,E,22:50,22,E
2/13/2024,Weekday,B-20,36 St (G20),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,16,E,00:08,0,E
2/13/2024,Weekday,B-80,Forest Hills - 71 Av (G08),Planned ROW Work,,,MTA Construction & Development,GENERAL ORDER OPERATION,8,E,10:23,10,E
2/14/2024,Weekday,B-2,Stillwell Av - Coney Island (D43),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,6,F,00:07,0,E
2/14/2024,Weekday,B-14,Elmhurst Av (G13),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),4,F,05:09,5,E
2/14/2024,Weekday,B-164,Parsons/Archer - Jamaica Center (G05),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),14,E,19:48,19,E
2/14/2024,Weekday,B-166,Canal St (A34),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,2,E,20:17,20,E
2/14/2024,Weekday,B-12,Northern Blvd (G16),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,2,E,01:48,1,E
2/14/2024,Weekday,B-156,Court Square - 23 St (F09),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,16,E,18:15,18,E
2/14/2024,Weekday,B-114,Parsons/Archer - Jamaica Center (G05),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,CBTC-CAR EQUIPMENT,2,E,15:21,15,E
2/14/2024,Weekday,B-94,Forest Hills - 71 Av (G08),Internal,Stations & Structure,,Division of Station Environment,DELAYED BY REFUSE COLLECTOR,3,E,12:47,12,E
2/14/2024,Weekday,B-126,42 St - Port Authority Bus Terminal (A27),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,E,14:25,14,E
2/14/2024,Weekday,B-192,Parsons/Archer - Jamaica Center (G05),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,10,E,20:34,20,E
2/14/2024,Weekday,B-204,Northern Blvd (G16),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,10,E,22:14,22,E
2/14/2024,Weekday,B-28,Forest Hills - 71 Av (G08),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,18,E,00:12,0,E
2/14/2024,Weekday,B-42,36 St (G20),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,6,E,03:00,3,E
2/14/2024,Weekday,B-198,42 St - Port Authority Bus Terminal (A27),Planned ROW Work,,,MTA Construction & Development,DELAYED BY TRACK/WORK GANGS,14,E,21:59,21,E
2/14/2024,Weekday,B-86,Briarwood - Van Wyck Blvd (F05),Planned ROW Work,,,MTA Construction & Development,DELAYED BY TRACK/WORK GANGS,3,F,10:20,10,E
2/14/2024,Weekday,B-66,Forest Hills - 71 Av (G08),Planned ROW Work,,,MTA Construction & Development,GENERAL ORDER OPERATION,2,E,10:23,10,E
2/15/2024,Weekday,B-2,Stillwell Av - Coney Island (D43),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,1,F,00:07,0,E
2/15/2024,Weekday,B-164,World Trade Center (E01),External,"Public Conduct, Crime, Police Response",,Police,NO C/R AVAILABLE,1,E,15:47,15,E
2/15/2024,Weekday,B-212,World Trade Center (E01),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,E,22:18,22,E
2/15/2024,Weekday,B-86,Queens Plaza (G21),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),11,E,08:46,8,E
2/15/2024,Weekday,B-68,14 St (A31),External,Sick/Injured Customer,,Public,SICK CUSTOMER,5,C,07:39,7,E
2/15/2024,Weekday,B-208,Briarwood - Van Wyck Blvd (F05),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SWITCH TROUBLE,6,F,21:53,21,E
2/15/2024,Weekday,B-132,Parsons/Archer - Jamaica Center (G05),Internal,Stations & Structure,,Division of Station Environment,DELAYED BY REFUSE COLLECTOR,3,N,13:43,13,E
2/15/2024,Weekday,B-25,39 Av (R08),Internal,Subway Car,Braking,Division of Car Equipment,BIE-BRAKE PIPE RUPTURE,3,N,07:14,7,E
2/15/2024,Weekday,B-70,Kew Gardens - Union Tpke (F06),Internal,Track Failures,"Fire, Smoke, Debris",Division of MOW Track,BIE-DEBRIS ON ROADBED,11,E,07:51,7,E
2/15/2024,Weekday,B-14,Grand Av - Newtown (G12),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,3,E,02:24,2,E
2/15/2024,Weekday,B-28,Forest Hills - 71 Av (G08),Operating Environment,Other Operating Environment,,MTA Construction & Development,CONGESTION-ROW CAPACITY,13,E,11:15,11,E
2/15/2024,Weekday,B-128,W 4 St - Washington Square (A32),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,E,12:24,12,E
2/15/2024,Weekday,B-172,Lexington Av - 53 St (F11),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,5,E,15:33,15,E
2/15/2024,Weekday,B-216,W 4 St - Washington Square (A32),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,6,E,20:22,20,E
2/15/2024,Weekday,B-58,Kew Gardens - Union Tpke (F06),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,E,04:59,4,E
2/15/2024,Weekday,B-64,World Trade Center (E01),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,E,06:16,6,E
2/15/2024,Weekday,B-20,Jackson Hts - Roosevelt Av (G14),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,7,E,00:33,0,E
2/15/2024,Weekday,B-18,42 St - Port Authority Bus Terminal (A27),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,14,E,00:13,0,E
2/15/2024,Weekday,B-214,50 St (A25),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,17,E,21:54,21,E
2/15/2024,Weekday,B-10,Steinway St (G19),Planned ROW Work,,,Division of MOW Track,DELAYED BY WORK TRAIN,1,F,03:25,3,E
2/16/2024,Weekday,B-110,Parsons/Archer - Jamaica Center (G05),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,1,E,15:51,15,E
2/16/2024,Weekday,B-62,Parsons/Archer - Jamaica Center (G05),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,3,E,09:25,9,E
2/16/2024,Weekday,B-108,Parsons/Archer - Jamaica Center (G05),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,E,15:51,15,E
2/16/2024,Weekday,B-141,34 St - Herald Square (R17),External,"Public Conduct, Crime, Police Response",,Police,#CUSTOMER ASSAULTED/ROBBED,7,R,20:36,20,E
2/16/2024,Weekday,B-176,Jamaica - Van Wyck (G07),External,"Public Conduct, Crime, Police Response",,Police,NO WHISTLE/HORN,2,E,21:43,21,E
2/16/2024,Weekday,B-28,Elmhurst Av (G13),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,E,04:38,4,E
2/16/2024,Weekday,B-50,Parsons/Archer - Jamaica Center (G05),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,E,07:57,7,E
2/16/2024,Weekday,B-26,World Trade Center (E01),External,"Public Conduct, Crime, Police Response",,Public,INTERIOR SOILED/DIRTY,1,E,04:30,4,E
2/16/2024,Weekday,B-158,36 St (G20),External,Sick/Injured Customer,,Police,*INJURED CUSTOMER(S),7,F,21:11,21,E
2/16/2024,Weekday,B-94,Briarwood - Van Wyck Blvd (F05),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,7,E,13:25,13,E
2/16/2024,Weekday,B-8,65 St (G15),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,CBTC-SIGNAL EQUIPMENT,8,E,00:30,0,E
2/16/2024,Weekday,B-86,Church Av (F27),Internal,Stations & Structure,,Division of Station Environment,DELAYED BY REFUSE COLLECTOR,1,G,10:42,10,E
2/16/2024,Weekday,B-92,Forest Hills - 71 Av (G08),Internal,Subway Car,Other - CE,Division of Car Equipment,TRUCK-UNUSUAL NOISE,1,E,13:20,13,E
2/16/2024,Weekday,B-116,23 St (A30),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,E,15:07,15,E
2/16/2024,Weekday,B-140,W 4 St - Washington Square (A32),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,9,E,17:51,17,E
2/16/2024,Weekday,B-174,Kew Gardens - Union Tpke (F06),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,6,E,19:41,19,E
2/16/2024,Weekday,B-204,Forest Hills - 71 Av (G08),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,16,E,22:40,22,E
2/16/2024,Weekday,B-20,42 St - Port Authority Bus Terminal (A27),Planned ROW Work,,,MTA Construction & Development,DELAYED BY TRACK/WORK GANGS,13,E,00:13,0,E
2/16/2024,Weekday,B-82,Forest Hills - 71 Av (G08),Planned ROW Work,,,MTA Construction & Development,GENERAL ORDER OPERATION,9,F,12:00,12,E
2/20/2024,Weekday,B-58,Parsons/Archer - Jamaica Center (G05),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,E,06:27,6,E
2/20/2024,Weekday,B-22,Briarwood - Van Wyck Blvd (F05),External,"Public Conduct, Crime, Police Response",,Police,VANDALISM,5,E,04:40,4,E
2/20/2024,Weekday,B-44,Jackson Hts - Roosevelt Av (G14),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,3,E,07:04,7,E
2/20/2024,Weekday,B-60,14 St (A31),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,2,C,08:20,8,E
2/20/2024,Weekday,B-102,Forest Hills - 71 Av (G08),External,Sick/Injured Customer,,Police,SICK CUSTOMER,21,E,11:34,11,E
2/20/2024,Weekday,B-184,W 4 St - Washington Square (A32),External,Sick/Injured Customer,,Public,SICK CUSTOMER,1,E,21:36,21,E
2/20/2024,Weekday,B-124,World Trade Center (E01),Internal,Other Internal,Other Internal Disruptions,MTA Construction & Development,BRAKES FAIL TO CHARGE,2,E,13:14,13,E
2/20/2024,Weekday,B-24,34 St - Penn Station (A28),Internal,Other Internal,Service Delivery,OPS Training,T/O OVER RUNNING THE STATION,1,E,01:04,1,E
2/20/2024,Weekday,B-88,Parsons/Archer - Jamaica Center (G05),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SIGNAL TROUBLE,1,E,10:36,10,E
2/20/2024,Weekday,B-52,York St (F18),Internal,Stations & Structure,,Division of MOW Infrastructure,OBSTRUCTION/UNUSUAL INCIDENT,5,F,07:04,7,E
2/20/2024,Weekday,B-108,Bergen St (F20),Internal,Stations & Structure,,Division of Station Environment,DELAYED BY REFUSE COLLECTOR,1,F,11:56,11,E
2/20/2024,Weekday,B-134,Steinway St (G19),Internal,Subway Car,Other - CE,Division of Car Equipment,TRUCK-UNUSUAL NOISE,8,R,16:43,16,E
2/20/2024,Weekday,B-18,Queens Plaza (G21),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,BROKEN RAIL,5,F,04:20,4,E
2/20/2024,Weekday,B-12,Steinway St (G19),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,6,E,02:43,2,E
2/20/2024,Weekday,B-158,World Trade Center (E01),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,7,E,16:59,16,E
2/20/2024,Weekday,B-192,Kew Gardens - Union Tpke (F06),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,E,21:04,21,E
2/20/2024,Weekday,B-54,W 4 St - Washington Square (A32),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,E,06:10,6,E
2/20/2024,Weekday,B-64,Jackson Hts - Roosevelt Av (G14),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,E,06:30,6,E
2/20/2024,Weekday,B-14,42 St - Port Authority Bus Terminal (A27),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,19,E,00:15,0,E
2/20/2024,Weekday,B-204,36 St (G20),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,15,E,22:05,22,E
2/20/2024,Weekday,B-206,50 St (A25),Planned ROW Work,,,MTA Construction & Development,DELAYED BY TRACK/WORK GANGS,14,E,22:24,22,E
2/20/2024,Weekday,B-114,Forest Hills - 71 Av (G08),Planned ROW Work,,,MTA Construction & Development,GENERAL ORDER OPERATION,3,E,10:30,10,E
2/21/2024,Weekday,B-2, (),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,3,B,12:00,12,E
2/21/2024,Weekday,B-30,Parsons/Archer - Jamaica Center (G05),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,1,E,06:07,6,E
2/21/2024,Weekday,B-168,5 Av - 53 St (F12),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,AUTOMATIC TRAIN SUPV,72,F,18:50,18,E
2/21/2024,Weekday,B-154,Jamaica - Van Wyck (G07),Internal,Subway Car,Other - CE,Division of Car Equipment,CBTC-CAR EQUIPMENT,2,E,18:08,18,E
2/21/2024,Weekday,B-134,Beach 36 St (H09),Internal,Subway Car,Propulsion,Division of Car Equipment,SLOW TRAIN,3,A,13:08,13,E
2/21/2024,Weekday,B-14,Jackson Hts - Roosevelt Av (G14),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,2,F,01:59,1,E
2/21/2024,Weekday,B-100,Kew Gardens - Union Tpke (F06),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,E,09:59,9,E
2/21/2024,Weekday,B-156,W 4 St - Washington Square (A32),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,E,16:24,16,E
2/21/2024,Weekday,B-80,Queens Plaza (G21),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,E,09:39,9,E
2/21/2024,Weekday,B-8,Queens Plaza (G21),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,10,E,00:43,0,E
2/21/2024,Weekday,B-6,36 St (G20),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,14,E,00:26,0,E
2/21/2024,Weekday,B-188,34 St - Penn Station (A28),Planned ROW Work,,,MTA Construction & Development,DELAYED BY TRACK/WORK GANGS,17,E,22:17,22,E
2/21/2024,Weekday,B-82,Forest Hills - 71 Av (G08),Planned ROW Work,,,MTA Construction & Development,GENERAL ORDER OPERATION,21,E,10:19,10,E
2/22/2024,Weekday,B-40,W 4 St - Washington Square (D20),External,Persons on Roadbed,,Police,*BIE-PERSON STRUCK/DECEASED,9,F,04:51,4,E
2/22/2024,Weekday,B-70,23 St (A30),External,"Public Conduct, Crime, Police Response",,Police,BIE-EBV-CUSTOMER,5,C,09:06,9,E
2/22/2024,Weekday,B-42,Parsons/Archer - Jamaica Center (G05),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,2,E,05:57,5,E
2/22/2024,Weekday,B-110,46 St (G18),External,"Public Conduct, Crime, Police Response",,Police,FIRE/SMOKE CONDITIONS,5,E,14:30,14,E
2/22/2024,Weekday,B-112,Kew Gardens - Union Tpke (F06),External,"Public Conduct, Crime, Police Response",,Police,FIRE/SMOKE CONDITIONS,4,E,15:18,15,E
2/22/2024,Weekday,B-108,Jackson Hts - Roosevelt Av (G14),External,"Public Conduct, Crime, Police Response",,Police,GRAFFITI,8,E,14:14,14,E
2/22/2024,Weekday,B-126,Parsons/Archer - Jamaica Center (G05),External,"Public Conduct, Crime, Police Response",,Police,GRAFFITI,13,E,17:22,17,E
2/22/2024,Weekday,B-72,Jackson Hts - Roosevelt Av (G14),External,Sick/Injured Customer,,Police,*INJURED CUSTOMER(S),9,E,09:57,9,E
2/22/2024,Weekday,B-114,W 4 St - Washington Square (A32),External,Sick/Injured Customer,,Public,SICK CUSTOMER,7,C,15:13,15,E
2/22/2024,Weekday,B-14,36 St (G20),External,Sick/Injured Customer,,Public,SICK CUSTOMER,1,E,04:46,4,E
2/22/2024,Weekday,B-78,Sutphin Blvd - Archer Av (G06),Internal,Signal Failures,Other - Sig,Division of MOW Signals,BIE-AUTOMATIC SIGNAL,1,E,10:50,10,E
2/22/2024,Weekday,B-164,Queens Plaza (G21),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,5,E,20:58,20,E
2/22/2024,Weekday,B-60,50 St (A25),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,3,E,08:21,8,E
2/22/2024,Weekday,B-102,21 St (G24),Internal,Stations & Structure,,Division of Station Environment,DELAYED BY REFUSE COLLECTOR,1,G,12:10,12,E
2/22/2024,Weekday,B-176,Parsons/Archer - Jamaica Center (G05),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,E,20:06,20,E
2/22/2024,Weekday,B-196,Parsons/Archer - Jamaica Center (G05),Operating Environment,Other Operating Environment,,Public,CONGESTION-ROW CAPACITY,3,E,21:32,21,E
2/22/2024,Weekday,B-22,Lexington Av - 53 St (F11),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,15,E,00:08,0,E
2/22/2024,Weekday,B-24,36 St (G20),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,13,E,00:25,0,E
2/22/2024,Weekday,B-106,Lexington Av - 53 St (F11),Planned ROW Work,,,MTA Construction & Development,DELAYED BY WORK TRAIN,3,D,13:11,13,E
2/22/2024,Weekday,B-94,Forest Hills - 71 Av (G08),Planned ROW Work,,,MTA Construction & Development,GENERAL ORDER OPERATION,5,F,10:25,10,E
2/23/2024,Weekday,B-2,Stillwell Av - Coney Island (D43),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,D,04:37,4,E
2/23/2024,Weekday,B-14,Jackson Hts - Roosevelt Av (G14),External,"Public Conduct, Crime, Police Response",,Police,#CUSTOMER ASSAULTED/ROBBED,2,E,01:57,1,E
2/23/2024,Weekday,B-40,Parsons/Archer - Jamaica Center (G05),External,"Public Conduct, Crime, Police Response",,Police,GRAFFITI,2,E,07:50,7,E
2/23/2024,Weekday,B-84,World Trade Center (E01),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,E,14:31,14,E
2/23/2024,Weekday,B-140,Kew Gardens - Union Tpke (F06),External,Sick/Injured Customer,,Police,SICK CUSTOMER,5,E,22:15,22,E
2/23/2024,Weekday,B-30,23 St (A30),External,Sick/Injured Customer,,Public,SICK CUSTOMER,13,E,07:19,7,E
2/23/2024,Weekday,B-122,Hoyt - Schermerhorn (A42),Internal,Signal Failures,Other - Sig,Division of MOW Signals,BIE-HOME SIGNAL,10,A,20:06,20,E
2/23/2024,Weekday,B-25,Whitehall St - South Ferry (R27),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,SWITCH TROUBLE,1,R,05:41,5,E
2/23/2024,Weekday,B-62,W 4 St - Washington Square (A32),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,5,E,10:19,10,E
2/23/2024,Weekday,B-144,36 St (G20),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,19,E,21:45,21,E
2/23/2024,Weekday,B-20,Elmhurst Av (G13),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,5,E,00:29,0,E
2/23/2024,Weekday,B-64,Briarwood - Van Wyck Blvd (F05),Planned ROW Work,,,MTA Construction & Development,DELAYED BY TRACK/WORK GANGS,8,E,11:30,11,E
2/23/2024,Weekday,B-138,Court Square - 23 St (F09),Planned ROW Work,,,MTA Construction & Development,GENERAL ORDER OPERATION,4,F,21:03,21,E
2/23/2024,Weekday,B-60,Forest Hills - 71 Av (G08),Planned ROW Work,,,MTA Construction & Development,GENERAL ORDER OPERATION,13,E,10:25,10,E
2/26/2024,Weekday,B-2,207 St - Inwood (A02),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,3,A,00:11,0,E
2/26/2024,Weekday,B-118,Woodhaven Blvd (G11),External,"Public Conduct, Crime, Police Response",,Police,BIE-EBV-CUSTOMER,7,R,15:23,15,E
2/26/2024,Weekday,B-206,W 4 St - Washington Square (A32),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,5,E,20:12,20,E
2/26/2024,Weekday,B-74,Parsons/Archer - Jamaica Center (G05),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,2,E,07:18,7,E
2/26/2024,Weekday,B-72,Parsons/Archer - Jamaica Center (G05),External,"Public Conduct, Crime, Police Response",,Police,GRAFFITI,4,E,06:38,6,E
2/26/2024,Weekday,B-12,7 Av (D14),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,E,02:05,2,E
2/26/2024,Weekday,B-120,67 Av (G09),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,R,15:28,15,E
2/26/2024,Weekday,B-18,World Trade Center (E01),External,Sick/Injured Customer,,Police,DECEASED EMPLOYEE/CUSTOMER,7,E,02:48,2,E
2/26/2024,Weekday,B-90,Woodhaven Blvd (G11),External,Sick/Injured Customer,,Public,SICK CUSTOMER,1,E,11:00,11,E
2/26/2024,Weekday,B-126,Kew Gardens - Union Tpke (F06),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,16,E,15:27,15,E
2/26/2024,Weekday,B-138,36 St (G20),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,7,E,16:36,16,E
2/26/2024,Weekday,B-160,Kew Gardens - Union Tpke (F06),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,6,E,18:22,18,E
2/26/2024,Weekday,B-194,65 St (G15),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,18,E,21:14,21,E
2/26/2024,Weekday,B-216,Kew Gardens - Union Tpke (F06),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,2,E,22:48,22,E
2/26/2024,Weekday,B-8,50 St (A25),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,5,E,01:31,1,E
2/26/2024,Weekday,B-208,Forest Hills - 71 Av (G08),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,E,17:43,17,E
2/26/2024,Weekday,B-210,W 4 St - Washington Square (A32),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,E,14:45,14,E
2/26/2024,Weekday,B-70,W 4 St - Washington Square (A32),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,E,07:35,7,E
2/26/2024,Weekday,B-14,179 St - Jamaica (F01),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,15,E,00:03,0,E
2/26/2024,Weekday,B-222,36 St (G20),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,11,E,22:38,22,E
2/26/2024,Weekday,B-80,Forest Hills - 71 Av (G08),Planned ROW Work,,,MTA Construction & Development,GENERAL ORDER OPERATION,13,E,10:25,10,E
2/27/2024,Weekday,B-126,Parsons/Archer - Jamaica Center (G05),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,E,12:51,12,E
2/27/2024,Weekday,B-2,Atlantic Av - Barclays Center (R31),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,6,Q,00:08,0,E
2/27/2024,Weekday,B-96,Parsons/Archer - Jamaica Center (G05),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,E,10:02,10,E
